original_text,translation,entities_found,entities,filtered,length_ratio,detected_language,semantic_similarity,back_translation_similarity,combined_similarity,quality_stage,filter_reason
"List the trim levels along with their corresponding engines and transmissions that have power output and torque values that include 'hp' and 'N·m' respectively, listed in ascending order of trim level.","Enumera los niveles de acabado junto con sus motores y transmisiones correspondientes que tengan valores de potencia y par que incluyan ""hp"" y ""N·m"", respectivamente, listados en orden ascendente de nivel de acabado.",0,,False,1.0746268656716418,es,0.8270736336708069,0.8326193690299988,0.830401074886322,semantic_back_pass,
"What are the peak ratings for each drama series, listed from the highest to the lowest?","¿Cuáles son las calificaciones máximas de cada serie dramática, enumeradas desde la más alta hasta la más baja?",0,,False,1.2758620689655173,es,0.8499600887298584,0.9817389249801636,0.9290273904800415,semantic_back_pass,
"Which teams experienced managerial changes due to resignation or non-reappointment, specifying the dates of vacancy and appointment of new managers?","¿Qué equipos experimentaron cambios directivos debido a la renuncia o no nombramiento, especificando las fechas de vacante y nombramiento de nuevos gerentes?",0,,False,1.0608108108108107,es,0.9470084309577942,0.9795957207679749,0.9665608048439026,semantic_back_pass,
"Among all hands, which one has a combined 1 credit, 2 credits, 3 credits, 4 credits, and 5 credits payout equal to the highest total credit payout?","¿De todas las manos, cuál tiene un pago combinado de 1 crédito, 2 créditos, 3 créditos, 4 créditos y 5 créditos igual al pago total de crédito más alto?",0,,False,1.034013605442177,es,0.9167179465293884,0.9014912247657776,0.9075819134712219,semantic_back_pass,
Which team has the highest average attendance based on the given data?,¿Qué equipo tiene la mayor asistencia media basándose en los datos dados?,0,,False,1.042857142857143,es,0.8842029571533203,0.9973601698875427,0.9520972847938538,semantic_back_pass,
"Calculate the average of the average attendances for each team listed in the table, arrange these averages in descending order, and identify which team has the highest average attendance.","Calcule el promedio de las asistenciales promedio para cada equipo enumerado en la tabla, organice estas medias en orden descendente y identifique qué equipo tiene la asistencia promedio más alta.",0,,False,1.0481283422459893,es,0.9403854608535767,0.9946800470352173,0.972962212562561,semantic_back_pass,
"Could you provide the details of the most recent managerial change for each team in the 2007-08 Scottish First Division, such as the team name, manner of departure, date of vacancy, who was replaced, and when they were appointed?","¿Podría proporcionar los detalles del cambio de dirección más reciente para cada equipo de la Primera División Escocesa 2007-08, como el nombre del equipo, la forma de partida, la fecha de vacante, quién fue reemplazado y cuándo fueron nombrados?",1,Scottish First Division,False,1.074235807860262,es,0.9236119985580444,0.9427453279495239,0.935091996192932,semantic_back_pass,
"Find out the character's position, actor, first episode, final episode, duration, and the number of final episodes for the character that has the latest final episode.","Averigüe la posición del personaje, el actor, el primer episodio, el último episodio, la duración y el número de episodios finales para el personaje que tiene el último episodio final.",0,,False,1.1017964071856288,es,0.9610732197761536,0.9872913956642151,0.9768041253089905,semantic_back_pass,
"For each year listed, what is the sum of Jamaicans granted British citizenship, the sum of naturalizations due to residence, the sum of naturalizations due to marriage, the sum of registrations for minor children, and the sum of registrations by other means?","¿Cuál es la suma de los jamaicanos que recibieron la ciudadanía británica, la suma de las naturalizaciones por residencia, la suma de las naturalizaciones por matrimonio, la suma de los registros para niños menores de edad y la suma de los registros por otros medios?",2,"Jamaicans, British",False,1.0348837209302326,es,0.9420043230056763,0.9524798393249512,0.9482896327972412,semantic_back_pass,
"What were the episode titles, their first air dates, rewards, immunities, eliminations, votes, and finishes?","¿Cuáles fueron los títulos de los episodios, sus primeras fechas de emisión, recompensas, inmunidades, eliminaciones, votos y finales?",0,,False,1.2407407407407407,es,0.9588976502418518,0.9812905788421631,0.9723334074020387,semantic_back_pass,
"What are the titles, formats, studios, release dates, copyright informations, and catalog numbers for all Callan Pinckney videos released between 1986 and 1993?","¿Cuáles son los títulos, formatos, estudios, fechas de lanzamiento, información de derechos de autor y números de catálogo de todos los vídeos de Callan Pinckney lanzados entre 1986 y 1993?",1,Callan Pinckney,False,1.18125,es,0.9641125202178955,0.9965408444404602,0.9835695147514343,semantic_back_pass,
Which episodes had the highest U.S. viewership and what were their titles and original air dates?,¿Qué episodios tuvieron la mayor audiencia en Estados Unidos y cuáles fueron sus títulos y fechas de emisión originales?,1,U.S.,False,1.2371134020618557,es,0.9452184438705444,0.9577001929283142,0.9527074933052062,semantic_back_pass,
"List the seasons, grand final dates, winning teams, scores, losing teams, locations, grand final attendances, and Clive Churchill Medals for the years that had grand finals?","¿Enumera las temporadas, las fechas de la gran final, los equipos ganadores, los resultados, los equipos perdedores, las ubicaciones, las asistencia a la gran final y las medallas de Clive Churchill para los años que tuvieron la gran final?",1,Clive Churchill Medals,False,1.3872832369942196,es,0.89886873960495,0.877765417098999,0.8862067461013794,semantic_back_pass,
"Which engine has the highest power takeoff, and what is the lowest power takeoff observed when the supercharger gear ratio stays constant?","¿Qué motor tiene la potencia más alta para despegar, y cuál es la potencia más baja observada cuando la relación de cambios del supercargador se mantiene constante?",0,,False,1.1884057971014492,es,0.9072111248970032,0.9880938529968262,0.955740761756897,semantic_back_pass,
Could you provide the count of episodes for each actor who appeared in CSI: NY prior to their character's final episode?,¿Podría proporcionar el recuento de episodios para cada actor que apareció en CSI: Nueva York antes del episodio final de su personaje?,3,"CSI, NY, CSI: NY",False,1.125,es,0.9106048345565796,0.9622471928596497,0.9415902495384216,semantic_back_pass,
"What were the episodes with the highest 18-49 rating share and their corresponding ratings, shares, viewers (in millions), and ranks?","¿Cuáles fueron los episodios con la mayor proporción de calificaciones de 18 a 49 y sus calificaciones, acciones, espectadores (en millones) y rangos correspondientes?",0,,False,1.255639097744361,es,0.9170652627944946,0.9733041524887085,0.950808596611023,semantic_back_pass,
Which clubs have had 80 or more seasons in the top division or 17 or more seasons in the Premier League?,¿Qué clubes han tenido 80 o más temporadas en la primera división o 17 o más temporadas en la Premier League?,1,Premier League,False,1.0480769230769231,es,0.9670577049255371,1.0,0.9868230819702148,semantic_back_pass,
"What are the average carbon dioxide emissions per year in 10^6 tons, the total percentage of global emissions, the average emission per square kilometer of land, the highest emission per square kilometer of land, and the lowest carbon dioxide emissions per person in 2007 for each country?","¿Cuáles son las emisiones promedio de dióxido de carbono por año en 10^6 toneladas, el porcentaje total de emisiones globales, la emisión promedio por kilómetro cuadrado de tierra, la emisión más alta por kilómetro cuadrado de tierra y las emisiones más bajas de dióxido de carbono por persona en 2007 para cada país?",0,,False,1.0968858131487889,es,0.9819849133491516,0.9862056970596313,0.9845173835754395,semantic_back_pass,
What timeslot rankings correspond to episodes that appear more than once in the list?,¿Qué clasificaciones de las temporadas corresponden a los episodios que aparecen más de una vez en la lista?,0,,False,1.2705882352941176,es,0.8095457553863525,0.8574764132499695,0.8383041501045227,semantic_back_pass,
"What is the total sum of Points awarded (Platinum), Points awarded (Gold), Points awarded (Silver), and Points awarded (Satellite) for each finishing position?","¿Cuál es la suma total de puntos otorgados (Platino), puntos otorgados (Oro), puntos otorgados (Arzento) y puntos otorgados (Satellite) para cada posición final?",2,"Points, Platinum",False,1.0125786163522013,es,0.8614887595176697,0.9577614068984985,0.919252347946167,semantic_back_pass,
