nl,sql,predicted_ambiguity
: Calculate the potential population growth for each district considering their land area.,"SELECT `Area in km²`, (`Population at 2010 Census` * COUNT(`Number of settlements and villages`)) AS `Potential Population Growth`
    FROM `table_1_1104312_5`
    GROUP BY `Area in km²`;",0.03237130120396614
"
     What are the episode numbers, titles, and the number of times each episode appears in the list, sorted by appearance count in descending order?
     ","SELECT `Episode #`, `Title`, COUNT(*) as Episode_Count
FROM `table_1_11075747_4`
GROUP BY `Episode #`
ORDER BY Episode_Count DESC;",0.02161465585231781
"
What is the total sum of votes for each party?
","SELECT 
    `party`,
    SUM(`Total`) AS total_sum
FROM
    `table_1_1108394_43`",0.06310801208019257
nan,"SELECT `Directed by`, COUNT(*) AS Episode_Count
    FROM `table_1_11111116_6`
    GROUP BY `Directed by`
    ORDER BY Episode_Count DESC
    LIMIT 1;",0.037291187793016434
: What is the title of the episode that occurs most frequently in the dataset?,"SELECT `Title`, COUNT(`Title`) AS EpisodeCount
    FROM `table_1_11111116_8`
    GROUP BY `Title`
    ORDER BY EpisodeCount DESC
    LIMIT 1;",0.0476151742041111
"
What is the total number of league appearances and how many seasons had more than zero league appearances?
","SELECT 
    `Season`,
    SUM(CASE WHEN `League Apps (Sub)` > 0 THEN 1 ELSE 0 END) AS TotalLeagueApps,
    SUM(`League Apps (Sub)`) AS TotalLeagueAppsSubs
FROM
    table_1_1112176_1",0.0
:,"SELECT `City of license/Market`, `Station`, `Year of affiliation`
    FROM `table_1_11147852_1`
    WHERE `Year of affiliation` = '2002'
    ORDER BY `City of license/Market`;",0.07068350911140442
" In 2007, which drama series had the highest peak ratings and when did they","SELECT `Rank`, `English title`, `Chinese title`, MAX(`Peak`) AS `Max Peak`, MIN(`Premiere`) AS `Earliest Premiere`
    FROM `table_1_11173827_1`
    GROUP BY `Rank`, `English title`, `Chinese title`
    ORDER BY `Max Peak` DESC;",1.6259353160858154
"
What were the rating and share for episode ""A Love of a Lifetime""?
","SELECT `Rating`, `Share` FROM `table_1_11178271_1` WHERE `Weekly Rank` = 43",0.09838463366031647
:,"SELECT T1.`Hand`, SUM(T1.`1 credit`) AS Total_1_Credit, SUM(T1.`2 credits`) AS Total_2_Credits, SUM(T1.`3 credits`) AS Total_3_Credits, SUM(T1.`4 credits`) AS Total_4_Credits, SUM(T1.`5 credits`) AS Total_5_Credits
    FROM table_1_11200856_1 AS T1
    WHERE T1.`1 credit` + T1.`2 credits` + T1.`3 credits` + T1.`4 credits` + T1.`5 credits`",7.9029436111450195
"
    What is the average attendance for the team with the highest average attendance?
    ","SELECT `Team`, AVG(`Average`) AS AverageAttendance
    FROM table_1_11206787_5
    GROUP BY `Team`
    ORDER BY AverageAttendance DESC
    LIMIT 1;",0.08042238652706146
"
What were the team names, outgoing managers, manners of departure, dates of vacancy, replaced by individuals, and dates of appointments for teams whose managers left between October 1, 2007 and March 31, 2008?","SELECT T1.`Team` AS `Team`, T1.`Outgoing manager` AS `Outgoing Manager`, T1.`Manner of departure` AS `Manner of Departure`, T1.`Date of vacancy` AS `Date of Vacancy`, T1.`Replaced by` AS `Replaced By`, T1.`Date of appointment` AS `Date of Appointment`
     FROM `table_1_11206916_2` AS T1
     WHERE T1.`Date of vacancy` >= '2007-10-01' AND T1.`Date of appointment` <= '2008-03-31';",6.1224212646484375
 What were the managerial changes and the dates of departure for each team? ,"SELECT 
        `Team` AS Team,
        `Manner of departure` AS Departure_Method,
        `Date of vacancy` AS Departure_Date,
        `Replaced by` AS New_Manager,
        `Date of appointment` AS Appointment_Date
    FROM (
        SELECT 
            `Team`, 
            `Manner of departure`, 
            `Date of vacancy`, 
            `Replaced by`, 
            `Date of appointment`,
            ROW_NUMBER() OVER(PARTITION BY `Team` ORDER BY `Date of vacancy`) AS rn
        FROM (
            SELECT 
                `Team`, 
                `Manner of departure`, 
                `Date of vacancy`, 
                `Replaced by`, 
                `Date of appointment`
            FROM `table_1_11207040_6`
        ) t
    )
    WHERE rn = 1;",9.854972839355469
"
What are the years, titles, formats, studios, release dates, copyright information, and catalog numbers for all Callan Pinckney's Official Callanetics videos?
","SELECT `Year`, `Title`, `Format`, `Studio`, `Release Date`, `Copyright Information`, `Catalog Number`
FROM `table_1_11222744_2`
WHERE `Year` BETWEEN (SELECT MIN(`Year`) FROM `table_1_11222744_2`) AND (SELECT MAX(`Year`) FROM `table_1_11222744_2`)",5.545663356781006
"
What were the winning team, score, losing team, location, grand final attendance, and Clive Churchill Medal for each season between 1998 and 2012?
","SELECT `Season`, `WinningTeam`, `Score`, `LosingTeam`, `Location`, `GF Attendance`, `Clive Churchill Medal`
FROM table_1_11236195_5
WHERE `Season` > 1997 AND `Season` < 2013
ORDER BY `Season` DESC;",0.16116246581077576
"
    What are the durations of the longest seasons for characters appearing in ""Today is Life"" but not just in ""Blink""?
","SELECT `Duration`, COUNT(*) AS Episode_Count
    FROM table_1_11240028_1
    WHERE `Portrayed by` NOT IN (
        SELECT `Portrayed by`
        FROM table_1_11240028_1
        WHERE `First appearance` = 'Blink' AND `Last appearance` = 'Today is Life'
    )
    GROUP BY `Duration`
    ORDER BY Episode_Count DESC;",3.419855833053589
:What is the total number of times each character has appeared in the show?,"SELECT `Character`, COUNT(`First appearance`) AS `Total Appearances`
    FROM `table_1_11240028_3`
    GROUP BY `Character`
    ORDER BY `Total Appearances` DESC;",0.015542116016149521
"
     What episodes were aired on Thursday nights at 10 PM and what were their rankings?
     ","SELECT `Episode`, `Air Date`, `Time slot (EST)`, `Rating`, `Share`, 
       `18-49 (Rating/Share)`, `Viewers (m)`, `Rank (Overall)` 
FROM table_1_11244302_1 
WHERE `Time slot (EST)` LIKE 'Thursday, 10:00%' 
ORDER BY `Rank (Overall)` ASC;",1.7574883699417114
"
What clubs have more than 50 seasons in the top division or more than 10 seasons in the Premier League?
","SELECT `Club`, `Position in 2012–13`, `First season in top division`, `Number of seasons in top division`, `Number of seasons in the Premier League`
FROM table_1_11250_4
WHERE `Number of seasons in top division` > 50 OR `Number of seasons in the Premier League` > 10;",1.9005337953567505
 question_tags,"SELECT `Episode`, AVG(`Rating`) AS Average_Rating, SUM(`Viewers (m)`) AS Total_Viewers_Millions
     FROM table_1_11251109_3
     GROUP BY `Episode`
     ORDER BY Average_Rating DESC;",0.10102033615112305
"
    What are the points awarded in each category for the highest Platinum award-winning finishing position?
    ","SELECT T2.`Points awarded (Platinum)`, T2.`Points awarded (Gold)`, T2.`Points awarded (Silver)`, T2.`Points awarded (Satellite)` 
FROM `table_1_11254821_2` AS T1 
JOIN `table_1_11254821_2` AS T2 
ON T1.`Finishing position` = T2.`Finishing position`
WHERE T2.`Points awarded (Platinum)`",1.132278323173523
"
What were the People-task orientation scales, Introverted, Task-Oriented, Extroverted, Task-Oriented, Extroverted, Relationship-Oriented, and Introverted, Relationship Oriented values for founders active between c. 190 and c. 1996?
","SELECT `Founder`, `People-task orientation scale`, `Introverted, Task-Oriented`, `Extroverted, Task-Oriented`, `Extroverted, Relationship-Oriented`, `Introverted, Relationship Oriented`
FROM `table_1_11256021_1`
WHERE `Date` BETWEEN 'c. 190' AND 'c. 1996'
ORDER BY `Date` DESC;",3.851259469985962
" ```
     question
What is the average timeslot of the episode with the highest average timeslot?
```","SELECT `Episode` AS `Episode Title`, AVG(`Timeslot`) AS `Average Timeslot` FROM table_1_11274401_2 GROUP BY `Episode` ORDER BY `Average Timeslot` DESC LIMIT 1;",0.11278918385505676
 What is the total number of top wickets scored in matches where the player count (as indicated by the wicket number) was between 1 and 9?,"SELECT `T1`.`Wicket`, `T1`.`Runs`, `T1`.`Batting partners`, `T1`.`Batting team`, `T1`.`Fielding team`, `T1`.`Venue`, `T1`.`Season` FROM `table_1_11303072_5` AS `T1`",0.20883652567863464
"
    What is the player with the highest number of dismissals along with their average, maximum, and minimum dismissals per record?
    ","SELECT `Player`, AVG(`Dismissals`) AS AverageDismissals, MAX(`Dismissals`) AS MaxDismissals, MIN(`Dismissals`) AS MinDismissals
    FROM `table_1_11303072_9`
    GROUP BY `Player`
    ORDER BY MAX(`Dismissals`) DESC
    LIMIT 1;",0.03321249410510063
"
    Which director has worked on the most episodes based on this data?
    ","SELECT `Directed by`, COUNT(*) AS Episode_Count 
    FROM `table_1_1130632_1`
    GROUP BY `Directed by`
    ORDER BY Episode_Count DESC
    LIMIT 1;",0.006380248814821243
"
What is the abbreviation for each school and how many schools share that abbreviation?
","SELECT `Abbreviation`, COUNT(`Abbreviation`) AS `School Count`
    FROM `table_1_11318462_29`
    GROUP BY `Abbreviation`
    ORDER BY `School Count` DESC;",0.011674616485834122
"
    What is the name of the Grand Prix with the most races listed?
    ","SELECT `Grand Prix`, COUNT(`Grand Prix`) AS `Number of Races`
    FROM `table_1_1132568_3`
    GROUP BY `Grand Prix`
    ORDER BY `Number of Races` DESC
    LIMIT 1;",1.7840415239334106e-05
"
How many times were each Grand Prix held and in descending order of frequency?
","SELECT `Grand Prix`, COUNT(`Grand Prix`) AS Total_Grand_Prix
    FROM `table_1_1132588_3`
    GROUP BY `Grand Prix`
    ORDER BY Total_Grand_Prix DESC;",0.054778557270765305
"
What were the total number of matches played, wins, and losses for each round?
","SELECT `Round`, COUNT(*) AS `Total Matches Played`, SUM(CASE WHEN `Outcome` = 'Win' THEN 1 ELSE 0 END) AS `Total Wins`, SUM(CASE WHEN `Outcome` = 'Loss' THEN 1 ELSE 0 END) AS `Total Losses`
FROM `table_1_11326124_3`
GROUP BY `Round`
ORDER BY `Round`;",2.47690749168396
"
    Which episodes along with their ratings and viewership figures are included in the data?
    ","SELECT `Episode`, `Air Date`, `Rating`, `Share`, `Rating/Share 18–49`, `Viewers (m)` FROM table_1_11354111_3",0.07740505039691925
"
    What were the results for the race where each driver won their pole position?
    ","SELECT `Round`, `Grand Prix`, `Pole Position`, `Fastest Lap`, `Winning Driver`, `Winning Constructor`
    FROM (
        SELECT *, ROW_NUMBER() OVER (PARTITION BY `Grand Prix` ORDER BY `Round`) AS rn
        FROM (
            SELECT `Round`, `Grand Prix`, `Pole Position`, `Fastest Lap`, `Winning Driver`, `Winning Constructor`
            FROM `table_1_1137695_3`
        ) AS ranked_rounds
    )
    WHERE rn = 1;",7.494907379150391
"
    How many times did each grand prix appear in the season review?
    ","SELECT `Grand Prix`, COUNT(`Grand Prix`) AS `Count`
    FROM `table_1_1137718_2`
    GROUP BY `Grand Prix`
    ORDER BY `Count` DESC;",0.0510258786380291
"
    What are the methods for each source along with their respective iOS percentages, sorted by source?
    ","SELECT 
        `Source`, 
        GROUP_CONCAT(
            CONCAT(
                `Method`, 
                '- ', 
                `iOS`, 
                '%'
            ), 
            ', '
        ) AS `Methods and iOS`
    FROM 
        (
            SELECT 
                `Source`, 
                `Date`, 
                `Method`, 
                `iOS`, 
                ROW_NUMBER() OVER(PARTITION BY `Source` ORDER BY `Method`) AS rn
            FROM 
                table_1_11381701_3
            WHERE 
                `Date` >= 'May-13'
        )
    GROUP BY 
        `Source`
    ORDER BY 
        `Source`;",2.521969795227051
"
    For each country, what are the total number of participants, the highest number of male marathon finishers, the highest number of female marathon finishers, the highest number of male half marathon finishers, and the highest number of female half marathon finishers?
    ","SELECT 
        `Country`, 
        SUM(`Total`) AS TotalParticipants,
        MAX(`Marathon (mens)`), 
        MAX(`Marathon (womens)`), 
        MAX(`Half Marathon (mens)`), 
        MAX(`Half Marathon (womens)`)
    FROM 
        `table_1_11391954_3`
    GROUP BY 
        `Country`
    ORDER BY 
        TotalParticipants DESC;",0.20285452902317047
"
What is the total number of wins for each constructor?
","SELECT `Constructor`, SUM(CASE WHEN `Race Winner` = `Constructor` THEN 1 ELSE 0 END) AS Wins_Count
FROM `table_1_1140067_2`",0.006116587668657303
"
What were the race details including the round number, race name, date, location, pole position driver, fastest lap driver, race winner, constructor, and report for each event?
","SELECT `Rnd`, `Race`, `Date`, `Location`, `Pole Position`, `Fastest Lap`, `Race Winner`, `Constructor`, `Report`
FROM `table_1_1140073_2`",1.0528647899627686
"
    Which races had only one constructor participating?
    ","SELECT `Rnd`, `Race`, `Date`, `Location`, `Constructor`, `Report`
FROM `table_1_1140076_2`
WHERE `Rnd` IN (
    SELECT `Rnd`
    FROM `table_1_1140076_2`
    GROUP BY `Rnd`
    HAVING COUNT(DISTINCT `Constructor`) = 1
);",1.1191699504852295
:,"SELECT `Date`, COUNT(*) AS RaceCount
    FROM `table_1_1140085_2`
    GROUP BY `Date`
    ORDER BY `Date` ASC;",0.005935396999120712
"
What are the circuits where each has held the most races?
","SELECT `Circuit`, COUNT(`Circuit`) AS Number_of_Races 
FROM (
    SELECT DISTINCT `Circuit` 
    FROM `table_1_1140088_6`
) AS Circuit_Times 
GROUP BY `Circuit` 
ORDER BY Number_of_Races DESC;",0.0
"
    What circuits had races during the specified date range and how many races were held at each circuit?
    ","SELECT `Circuit`, COUNT(*) AS `Number_of_Races`
    FROM `table_1_1140090_6`
    WHERE `Date` BETWEEN '21 March' AND '22 August'
    GROUP BY `Circuit`
    ORDER BY `Number_of_Races` DESC;",0.0443783737719059
"
What races were held after April 1st, 1963, along with their circuits and the number of races held on each circuit?
","SELECT `Date`, `Circuit`, COUNT(*) AS Race_Count 
FROM `table_1_1140103_6` 
WHERE `Date` >= '1963-04-01' 
GROUP BY `Date`, `Circuit`;",0.056829627603292465
:,"SELECT `Date`, COUNT(*) AS RaceCount
    FROM `table_1_1140111_5`
    GROUP BY `Date`
    HAVING COUNT(*) > 1
    ORDER BY `Date`;",0.0
"
What are the names of the races and how many times did each race occur?
","SELECT `Race Name`, COUNT(*) AS Race_Count
FROM `table_1_1140113_5`
GROUP BY `Race Name`
ORDER BY Race_Count DESC;",0.010842163115739822
"
    How many races were held on dates starting with March, May, or June 2nd, or August 5th?
    ","SELECT T1.`Race Name`, COUNT(*) AS `Number of Races`
    FROM (
        SELECT DISTINCT `Race Name`
        FROM `table_1_1140117_5`
        WHERE `Date` LIKE '1%March%' OR `Date` LIKE '2%May%' OR `Date` LIKE '2%June%' OR `Date` LIKE '5%August%'
    ) AS T1
    JOIN `table_1_1140117_5` AS T2 ON T1.`Race Name` = T2.`Race Name`
    GROUP BY T1.`Race Name`
    ORDER BY `Number of Races` DESC;",5.952183723449707
"
    What were the results (season, games played, wins, losses, ties, points, percentage, goals for, goals against, and standing) for seasons where the team was either second or first in their division, with more than 50 games played?
    ","SELECT `Season`, `Games`, `Won`, `Lost`, `Tied`, `Points`, `Pct %`, `Goals for`, `Goals against`, `Standing`
    FROM `table_1_1143966_1`
    WHERE `Season` IN (
        SELECT `Season`
        FROM `table_1_1143966_1`
        WHERE `Standing` LIKE '%2nd OHA%'
        UNION
        SELECT `Season`
        FROM `table_1_1143966_1`
        WHERE `Standing` LIKE '%1st OHA%'
    ) AND `Games` > 50
    ORDER BY `Games` DESC;",9.462427139282227
